,Date,Value
1877,2021-02-20,55916.5
1878,2021-02-21,56001.2
1879,2021-02-22,57487.86
1880,2021-02-23,54123.4
1881,2021-02-24,48880.43
1882,2021-02-25,50624.84
1883,2021-02-26,46800.42
1884,2021-02-27,46340.31
1885,2021-02-28,46155.87
1886,2021-03-01,45113.92
1887,2021-03-02,49618.43
1888,2021-03-03,48356.04
